anchor_num,filename,correct_answer,option1,option2,option3,chart_column,trend_year,ranking_year,option_type,modality_order_type,library,chart_type
446,jGnFKSFuoEPV.png,none,Various intellectual property measures are employed by ENTERPRISE PRODCT PARTNRS LP to protect its unique technology and brands.,ENTERPRISE PRODCT PARTNRS LP is the organization whose capx values went beyond 4208.95 in 2020.,SALESFORCE INC. is the organization that has the highest oancf value in 2021.,oancf,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",matplotlib,line
485,m6QggiJNzE79.png,1,SALESFORCE INC. had the largest aoloch value in 2019 among all companies.,BUNGE GLOBAL SA is the organization with recch values below -2927 in 2021.,Services are delivered by VERIZON COMMUNICATIONS INC through the use of third-party data center facilities and partners for cloud computing platforms.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",seaborn,scatter
152,ytCqqtanxOLM.png,2,The intan values for SALESFORCE INC. surpassed 78300.5 in 2020.,"To assess the fair values of commodity inventories together with forward purchase and sale agreements, BUNGE GLOBAL SA utilizes exchange-quoted prices that are adjusted to reflect variations in local markets.",BUNGE GLOBAL SA is the organization that consistently shows a declining pattern in aoloch values from 2021 to 2023.,aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",plotly,scatter
355,tyu6Lb0jGLeU.png,3,VERIZON COMMUNICATIONS INC. is the organization that showed a consistently declining trend in aoloch values from 2021 to 2023.,SALESFORCE INC. is the organization where the ceq value for 2023 added to the ceq value for 2020 equals 160272.0.,"Concerning market risk benefits, ALLSTATE CORP plans to implement the new guidance retrospectively.",aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",matplotlib,bar
528,y2IOC47M7Hgb.png,3,The company with the highest aoloch value in 2019 is VERIZON COMMUNICATIONS INC.,ALLSTATE CORP is the organization with rect values exceeding 23112.5 in the year 2021.,Strengthening existing customer relationships and enhancing the penetration of connected devices are anticipated by VERIZON COMMUNICATIONS INC to fuel future revenue growth in the wireless sector.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",matplotlib,scatter
282,ElybIytAIT8q.png,none,US FOODS HOLDING CORP. is the organization where subtracting the 2020 at value from the 2023 at value results in 33522.0.,Goodwill and intangible assets with indefinite lives are evaluated for impairment by SALESFORCE INC at minimum annually.,US FOODS HOLDING CORP. is the organization that showed a consistently rising trend in sale values from 2019 to 2023.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",matplotlib,line
248,yEnjjJrp1KHv.png,"2, 3",The company showcasing a steadily decreasing trend in aoloch values from 2019 to 2022 is ALLSTATE CORP.,ALLSTATE CORP is the organization whose txt values surpassed 911 in 2019.,Alterations in expected interest rates had a considerable impact on the acceleration of DAC amortization for ALLSTATE CORP.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",seaborn,bar
345,9xZMSm84yjCE.png,3,ABBOTT LABORATORIES is the organization where the 2023 che value added to the 2021 che value totals 24731.0.,Revenue growth rates for ABBOTT LABORATORIES fluctuate from one quarter to another and across various periods.,SALESFORCE INC. is the organization that showed a consistently upward trend in act values from 2019 to 2023.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",matplotlib,bar
506,COGAUmt6pZbB.png,2,The smallest aoloch value is held by BOEING CO. in 2021.,ALLSTATE CORP is the organization where oancf values surpassed 4730 in 2019.,ALLSTATE CORP acknowledges that changes in forecasts or decreases in stock value could lead to future charges for goodwill impairment.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",plotly,line
633,Tgokig2hl1ay.png,none,VERIZON COMMUNICATIONS INC. stands out in 2019 for having the highest aoloch value compared to other companies.,A valuation allowance amounting to $24 million is held by SALESFORCE INC on the deferred tax assets associated with certain net operating loss carryforwards.,SALESFORCE INC. is the organization where the recch value for 2021 minus the recch value for 2023 equals 1143.0.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",plotly,line
156,odQDRKq3QuGg.png,2,BOEING CO. is the organization with sale values below 42907.5 in 2019.,BUNGE GLOBAL SA is the organization that demonstrated a consistently upward trend in oiadp values from 2019 to 2022.,The ability of ALLSTATE CORP to generate profit from sugar and bioenergy is influenced by the supply and quality of sugarcane.,oiadp,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",seaborn,bar
195,PEc8I2Jtz29X.png,"1, 2",ALLSTATE CORP is the organization with ib values below 1974 in the year 2023.,"By offering appealing bundled packages of Fios Internet, TV, and voice services, VERIZON COMMUNICATIONS INC challenges cable operators.",ALLSTATE CORP is the organization that has shown a steadily declining pattern in aoloch values from 2021 to 2023.,aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",plotly,scatter
31,I2KL5TdB6Tcw.png,1,WARNER BROS DISCOVERY INC. is the organization that showed a consistently rising trend in act values from 2020 to 2022.,"Due to its inability to surpass the projected fair value over its carrying amount, MONDELEZ INTERNATIONAL INC reported a pre-tax impairment charge of $85 million for its Asia-Pacific reporting unit.",The company where the difference between the capx value for 2022 and the capx value for 2021 amounts to 614.0 is MONDELEZ INTERNATIONAL INC.,act,"(2020, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",plotly,line
101,Y3ozBltSCgWZ.png,none,ENTERPRISE PRODCT PARTNRS LP records its share of KDP and JDE Peet’s profits with a one-quarter delay.,MONDELEZ INTERNATIONAL INC is the organization whose oibdp values in 2022 exceed 7862.5.,MONDELEZ INTERNATIONAL INC. is the organization that demonstrated a consistent upward trend in act values from 2019 through 2022.,act,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",matplotlib,bar
546,BkWS6jIEyWTL.png,"1, 2",The top position for the sale value in 2022 is held by ABBOTT LABORATORIES.,The transaction price is allocated by SALESFORCE INC to each performance obligation based on a relative standalone selling price (SSP) basis.,SALESFORCE INC. is identified as the organization with act values below 13222 in 2021.,sale,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",seaborn,line
498,SgHjB8awpq2H.png,2,ENTERPRISE PRODCT PARTNRS LP is the organization with cogs values below 12229.75 in 2020.,The results of NGL fractionation for ENTERPRISE PRODCT PARTNRS LP depend on the volume of mixed NGLs managed and the type of contracts that have been formed.,The company with the greatest oancf value in 2021 is SALESFORCE INC.,oancf,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",seaborn,bar
132,0DqXoQ7z8gjl.png,1,BUNGE GLOBAL SA is the organization with niadj values below 3189.5 in 2023.,BUNGE GLOBAL SA is the organization that showed a consistently decreasing trend in aoloch values from 2021 to 2023.,"A Guaranty has been issued by SALESFORCE INC to the Director of the Illinois Department of Agriculture concerning Bunge North America, Inc.",aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",seaborn,line
517,E9ywt7nQwBWE.png,3,ALLSTATE CORP is the organization showing recch values below -356.5 in 2023.,"Starting from the date of acquisition, BOEING CO included Datorama's financial outcomes in its consolidated financial reports.",The organization that holds the smallest oibdp value in 2023 is ALLSTATE CORP.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",plotly,scatter
443,6GliXtVqlg6H.png,"1, 2, 3",SALESFORCE INC. is the organization that exhibited a consistently upward trend in oancf values throughout the period from 2019 to 2023.,SALESFORCE INC. is the organization where the difference between the 2023 ibc value and the 2022 ibc value amounts to 3928.0.,The responsible and compassionate application of technology is emphasized by SALESFORCE INC through the establishment of the Office of Ethical and Humane Use of Technology.,oancf,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",plotly,scatter
454,3knrFSg6N2vt.png,none,ENERGY TRANSFER LP is the organization with invch values below -1174 in 2021.,Ensuring effective internal controls over financial reporting is the responsibility of the management of ENERGY TRANSFER LP.,COSTCO WHOLESALE CORP is recognized as the organization with the highest oibdp value in the year 2022.,oibdp,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",seaborn,pie
551,rkanbp4Lpm6x.png,"1, 2",BUNGE GLOBAL SA is the organization with the act value at its minimum in the year 2020.,ABBOTT LABORATORIES is the enterprise with intan values exceeding 32677 in 2019.,The amortization of capitalized transmitter costs is spread out by SALESFORCE INC over a span of eight to ten years.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",matplotlib,bar
69,DJhoXprgJ8Yb.png,3,An overall reduction of $13 million in operating expenses was experienced by WARNER BROS DISCOVERY INC.,ENTERPRISE PRODCT PARTNRS LP is the company with the smallest act value in 2021.,WARNER BROS DISCOVERY INC is the organization where the difference between the ivaco value of 2020 and the ivaco value of 2019 equals 47.0.,act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, chart, table",seaborn,line
149,YI6w1R6HxPFR.png,2,"SALESFORCE INC follows a policy that incorporates anticipated lease payments within ROU assets and anticipated lease liabilities, as long as there is reasonable certainty about exercising options to extend, terminate, or purchase the lease.",SALESFORCE INC. is the organization that exhibited a consistently rising trend in sale values from 2019 to 2023.,ABBOTT LABORATORIES is the organization with oancf values below 3209.5 in the year 2021.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",seaborn,bar
459,Rx9ZGes1DD0B.png,none,ALLSTATE CORP is the organization with spi values below -1257.5 in 2023.,BOEING CO. is the organization that had the top oibdp value in the year 2020.,The pension expenses and postretirement liabilities are calculated by SALESFORCE INC using a measurement date of December 31.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",matplotlib,scatter
285,6hu4AqYeJ9T2.png,none,ALLSTATE CORP is the organization where the sum of the ib value for 2021 and the ib value for 2019 totals 41330.0.,ALLSTATE CORP is the organization that saw a steadily declining trend in aoloch values from 2021 to 2023.,"Ongoing profitability was displayed by VERIZON COMMUNICATIONS INC, as evidenced by three consecutive years of positive earnings.",aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",seaborn,line
18,fzwGqtXDmN8p.png,3,ENERGY TRANSFER LP is the organization that demonstrated a consistently upward trajectory in oancf values between 2020 and 2022.,"A voting trust managed by Randa Duncan Williams, Richard H. Bachmann, and W. Randall Fowler oversees ENERGY TRANSFER LP.",ENTERPRISE PRODCT PARTNRS LP is the organization that holds lo values below 1138 in 2023.,oancf,"(2020, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",matplotlib,line
186,LgYUFtnmTCLV.png,"1, 2","ALLSTATE CORP uses an economic capital framework to gauge its risk appetite, setting specific risk limits for each individual.",VERIZON COMMUNICATIONS INC. is the organization whose ibc values surpass 13888.5 in 2021.,VERIZON COMMUNICATIONS INC. is the organization that showed a continuous decrease in aoloch values from 2019 to 2022.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",matplotlib,bar
537,8j9I1l2pxgo6.png,"1, 2","Due to the pandemic, US FOODS HOLDING CORP has introduced more cutting-edge services, which include webinars for customer education and support with recovery strategies.",MONDELEZ INTERNATIONAL INC. is the organization that possesses the minimum sale value in 2021.,ABBOTT LABORATORIES is the organization with oiadp values below 2718 in the year 2021.,sale,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",matplotlib,scatter
423,V6jOoxkTG9Ed.png,"1, 2, 3","In the Enterprise Solutions sector, VERIZON COMMUNICATIONS INC faces substantial competition from a variety of technology-centric providers.",VERIZON COMMUNICATIONS INC. is the firm for which the lt value for 2022 minus the lt value for 2019 equals 58325.0.,The company that demonstrated a consistently declining trend in aoloch values between 2020 and 2023 is SALESFORCE INC.,aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",matplotlib,bar
667,uscQaO7N8lJz.png,2,"Nearly all privately held debt and equity securities, alongside other investments, are accounted for by ABBOTT LABORATORIES at fair value in a non-recurring manner.",SALESFORCE INC. is the company possessing the greatest act value in 2023.,BUNGE GLOBAL SA is the firm where subtracting the 2023 niadj value from the 2019 niadj value results in -2035.0.,act,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, chart, table",seaborn,bar
139,vbIEns5sBh0T.png,1,BUNGE GLOBAL SA is the company showing a consistent upward trend in oibdp values between 2019 and 2023.,BOEING CO. is the organization for which ivch values exceed 25379 in 2023.,Interest rate risk is faced by BOEING CO as changes in interest rates affect its interest-bearing assets and liabilities.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",seaborn,scatter
