anchor_num,filename,correct_answer,option1,option2,option3,chart_column,text_chart_trend_year,option_type,modality_order_type,library,chart_type,ranking_year
628,V5oYnEQ4nU74.png,"1, 3","A $38 million decline in Adjusted EBITDA related to unconsolidated affiliates was disclosed by the organization where the 2019 ib value minus the 2020 ib value amounts to 4240.0, due to its reduced stake in PES.",ENERGY TRANSFER LP is the organization with txt values totaling below 1530.5 and act values that are continuously increasing for each year.,"Sales commissions are recorded as expenses by the organization that demonstrated an ongoing upward trend in act values from 2019 to 2022 when incurred, since the associated contracts typically have a duration of one year or less.",act,"(2019, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",matplotlib,scatter,0
691,uC0yoSO5nu4u.png,"1, 2, 3",Fair value estimates are determined by the company that exhibited a consistent upward trend in ap values from 2019 to 2023 via its investment advisor whenever dependable market quotations for underlying securities are unavailable.,ENERGY TRANSFER LP is the organization with the smallest ap value in the years where the dltr value plus capx value for SALESFORCE INC is below 1029.,Protocols to retain governmental environmental clearances for its activities have been established by the organization where the capx value for 2020 minus the capx value for 2021 amounts to 2308.0.,ap,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",matplotlib,line,0
329,rO3s2YhgCYOO.png,"1, 3","Following generally accepted accounting principles (GAAP) in the United States, the organization with the highest sale value in 2022 compiles its consolidated financial statements.","In 2021, the organization prepares its consolidated financial statements according to the generally accepted accounting principles (GAAP) in the United States, with dltis values exceeding 4113.",MONDELEZ INTERNATIONAL INC. is the company where the lt value exceeds 25910 and the sale value shows a continuous increase for every year.,sale,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",seaborn,scatter,0
610,mAJAdjrs6slu.png,2,"The sum of the oibdp values from 2022 and 2023 equals 94838.0 for the organization with the principal executive offices located at Salesforce Tower in San Francisco, California.","SALESFORCE INC. is the organization for every year where the total cumulative sum of oiadp values is below 80353, and aoloch values show a continuous decrease.","The organization maintains that its net loss reserves for asbestos and environmental claims are appropriately set, notwithstanding uncertainties, as it demonstrated a consistently downward trend in aoloch values between 2019 and 2023.",aoloch,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",seaborn,scatter,0
560,1rDFnK1nCg86.png,2,"By incorporating prior year reserve reestimates, the organization that exhibited an unbroken downward trend in aoloch values from 2019 to 2022 considers the impact of catastrophe losses on its combined ratio.","The organization factors in the impact of catastrophe losses on its combined ratio by considering reserve reestimates from previous years, where the 2019 ivao value minus the 2021 ivao value equals 16467.0.","VERIZON COMMUNICATIONS INC, during the years when the dltt value for SALESFORCE INC is below 5529, is the company that has the highest aoloch value.",aoloch,"(2019, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",seaborn,line,0
183,t2g9z2MPRnSx.png,"2, 3","In 2023, the organization with aoloch values below -1250.5 has been committed to sustainability for numerous years, consistently working on enhancing its sustainability objectives and reporting.",ENERGY TRANSFER LP holds the top ap value in the years when SALESFORCE INC's ivncf value falls below -9253.5.,"For the organization that maintained a consistently rising trend in ap values from 2019 to 2023, a long-standing commitment to sustainability persists, along with a dedication to enhancing its sustainability goals and reporting methods.",ap,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",matplotlib,line,0
875,BIGrkAXsQcQQ.png,"1, 2",Yearly impairment evaluations on its goodwill are performed by the organization with the maximum oancf value in 2021.,ABBOTT LABORATORIES holds the distinction of having the highest oancf value during the periods when the oibdp value minus the aoloch value for ENTERPRISE PRODCT PARTNRS LP falls below 7009.85.,Yearly impairment evaluations on its goodwill are performed by the organization where subtracting the 2020 che value from the 2023 che value results in 2228.0.,oancf,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",seaborn,scatter,0
594,kllxFOfG0VlI.png,"1, 2, 3","Engaging in diverse trade structured finance activities, the company, which showed a consistent upward trend in oibdp values from 2020 to 2023, aims to enhance the value of its global trade flows.",ALLSTATE CORP is the company exhibiting the highest oibdp value during the years when the fincf value for BOEING CO is greater than 20347.,"Contributions to the Allstate 401(k) Savings Plan are made by the organization where the difference between the 2023 at value and the 2022 at value equals 5405.0, in accordance with the Company's matching responsibility.",oibdp,"(2020, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",seaborn,bar,0
437,0Kxr1M2UK7Os.png,"2, 3","In 2021, specific assets, primarily diagnostic instruments, are leased by the firm with the minimum oancf value through contractual agreements to clients that include either operating or sales-type leases.","SALESFORCE INC. is the organization, for every year, with the total sum of ivncf values below -17857 and oancf values that consistently rose.","A publicly traded Delaware limited partnership listed on the New York Stock Exchange under the ticker symbol ""EPD"" is the organization with ivch values below 80.5 in 2023.",oancf,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,bar,0
115,z8DqQM5WE71o.png,3,"In 2021, the organization with fopo values exceeding 3922.5 participated in the FCC's incentive auction, Auction 103, where it successfully emerged as the high bidder on 4,940 licenses valued at $3.4 billion.","A steadily declining trend in aoloch values between 2020 and 2022 was displayed by the organization, which expects it will not need to finance a substantial part of its customer financing obligations.",SALESFORCE INC is the organization with the act value below 68802.5 and an aoloch value that has consistently declined for every year.,aoloch,"(2020, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Text+Chart, Table+Chart",matplotlib,line,0
366,I76Osy7dILRI.png,3,"Products that fall into FDA Categories I, II, and III are provided by the organization with dpc values exceeding 4563.5 within the Diagnostics segment of 2023.",ABBOTT LABORATORIES is the company with the minimum sale value in the years when the ceq value for US FOODS HOLDING CORP surpasses 4355.,"Products that fall into FDA Classes I, II, and III are provided by the organization with the top sale value in the Diagnostics segment for 2022.",sale,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",seaborn,scatter,0
557,XhhVTlGkpC9V.png,1,"In the years during which VERIZON COMMUNICATIONS INC's oiadp value drops under 29288.5, ALLSTATE CORP is the organization that has the smallest aoloch value.","All claims and litigations are assessed by the organization where the difference between the dltt value for 2023 and the dltt value for 2020 is 16530.0, by considering their potential strengths and anticipated outcomes.",Telematics services are provided mainly through subscription agreements by the company that showed a steadily declining trend in aoloch values from 2019 to 2023.,aoloch,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",seaborn,line,0
449,6iEmSZMbU7kn.png,none,The organization with the fopo value as the smallest in 2022 faced transaction expenses totaling nearly $40 million due to the acquisition of Tableau.,SALESFORCE INC. holds the lowest fopo value in the years when the oancf value plus capx value for COSTCO WHOLESALE CORP surpasses 13968.5.,"In the year 2023, the organization whose lct values exceeded 30107 incurred approximately $40 million in transaction expenses associated with the acquisition of Tableau.",fopo,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",plotly,bar,0
448,jhxgrlkI1VKv.png,none,"In 2023, the organization with the smallest fopo value considers the U.S. federal, Japan, Australia, Germany, France, the United Kingdom, and Israel as major tax jurisdictions.",A natural gas liquefaction initiative at its Lake Charles LNG location is being worked on by the firm with aoloch values exceeding 108.5 in 2022.,COSTCO WHOLESALE CORP is the organization with the minimal fopo value during the periods when the sum of aoloch value and lo value for ENERGY TRANSFER LP is below 932.,fopo,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",seaborn,scatter,0
570,DawTpibTJHsh.png,3,The company with the minimum sale value is ENTERPRISE PRODCT PARTNRS LP in the years when the lt value for ENTERPRISE PRODCT PARTNRS LP surpasses 41605.9.,"Operating within four business divisions—NGL Pipelines & Services, Crude Oil Pipelines & Services, Natural Gas Pipelines & Services, and Petrochemical & Refined Products Services—is the organization that showed a consistently upward trend in sale values throughout the period from 2021 to 2023.","Functioning under four business divisions—NGL Pipelines & Services, Crude Oil Pipelines & Services, Natural Gas Pipelines & Services, and Petrochemical & Refined Products Services—is the organization where the sum of the 2022 oiadp value and the 2019 oiadp value equals 12035.1.",sale,"(2021, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",plotly,bar,0
155,6z9nsj7KtTD6.png,1,"In 2020, the organization with dlc values surpassing 2156.4 reported a total of $50 million in other comprehensive income throughout the reporting period.",MONDELEZ INTERNATIONAL INC holds the top position in terms of sale value in those years where MONDELEZ INTERNATIONAL INC's fopo value is greater than 593.5.,"Within the aviation sector, the organization that has demonstrated a steadily rising trend in sale values from 2020 to 2023 has experienced improvements in demand and volume growth across North America and Western Europe.",sale,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",plotly,line,0
